"";"address";"city";"country";"name";"province";"reviews.date";"reviews.text";"reviews.title";"reviews.username";"cleaned";"document";"positive";"negative";"tflabel";"tf_idf_positive";"tf_idf_negative";"label_tf_idf";"comparison";"deg_of_sentiment";"rating"
"8007";"200 S Coombs St";"Napa";"US";"Wine Valley Lodge";"CA";2016-10-14;"Came to explore Napa and Sonoma, this was a perfect location to stay. Right in the middle of everything we wanted to see. Breakfast wasn't great, some microwavable breakfast sandwiches and cereal.";"Convenient and comfortable";"A Traveler";" come explore napa sonoma perfect location stay right middle everything want see breakfast great microwavable breakfast sandwich cereal convenient comfortable";"text229";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8048";"200 S Coombs St";"Napa";"US";"Wine Valley Lodge";"CA";2016-10-04;"Great location for a modest price. Had everything our group needed for our trip to Napa wineries. Very pleasant and helpful staff.";"Convenient and clean";"A Traveler";" great location modest price everything group need trip napa winery pleasant helpful staff convenient clean";"text231";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8261";"232 E White Horse Pike";"Absecon";"US";"American Star Inn and Suites Atlantic City";"Galloway Township";2016-01-30;"pleasant, hotel cleaning lady was very nice, good hotel for work trip";"booked 5 nights";"A Traveler";" pleasant hotel clean lady nice good hotel work trip book night";"text240";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8351";"5 Route De L'ile Vincent";"Lake Worth";"US";"Hotel Relais De Margaux Golf and Spa";"FL";2016-03-08;"The hotel is very handy for Chateau Margaux and other chateaux. It is a very friendly hotel with large rooms and a great restaurant.";"Relaxing stay";"Andy";" hotel handy chateau margaux chateau friendly hotel large room great restaurant relax stay";"text245";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8504";"380 W 7200 S";"Midvale";"US";"Discovery Inn";"Cushing";2016-07-27;"The front desk guys are super nice and attentive. It is an older hotel but if you are just sleeping there it is good.";"In and Out";"Vicki";" front desk guy super nice attentive old hotel just sleep good ";"text250";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8630";"2625 Constitution Dr";"Livermore";"US";"Comfort Inn Livermore";"CA";2015-04-23;"I stay at this hotel every time I visit Livermore - about 2-3 times a year. It's clean, has reasonable breakfast (I don't want full b-fast) and is a pretty good room for the price.";"Comfortable, nothing fancy.";"Nancy";" stay hotel every time visit livermore time year clean reasonable breakfast want full b fast pretty good room price comfortable nothing fancy";"text254";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8812";"16530 Northcross Dr";"Huntersville";"US";"Candlewood Suites Huntersville";"Hicks Crossroads";2013-11-23;"We were in town for a bowling tournament and this hotel was right around the corner from the bowling center. Location was convenient room was spacious love the kitchen area with a FULL size refrigerator and microwave. Suite had a separate bedroom (which means you can close the door for privacy). Used the fitness center and bought an item from the small convenience store area they have. Would stay again if back in the area. Highly recommend! Great staff also.";"Awesome accomodations";"A Traveler";" town bowl tournament hotel right around corner bowl center location convenient room spacious love kitchen area full size refrigerator microwave suite separate bedroom mean can close door privacy use fitness center buy item small convenience store area stay back area highly recommend great staff also awesome accomodations";"text259";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"8949";"2512 W Lincolnway";"Cheyenne";"US";"Americas Best Value Inn";"WY";2016-05-03;"This hotel offered us exactly what we needed for a quick stop-over in Cheyenne, WY. Easy access, affordable nightly rate, clean room and comfortable bed, indoor pool and Jacuzzi to refresh. We would definitely stay here again.";"Just what we needed.";"L";" hotel offer us exactly need quick stop cheyenne wy easy access affordable nightly rate clean room comfortable bed indoor pool jacuzzi refresh definitely stay just need";"text263";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"9171";"1776 Grant St";"Denver";"US";"Warwick Denver";"CO";2016-04-22;"This was an old and run- down hotel, not a 4 star hotel! The staff was great and the suite room size was fine, but definitely not a luxury hotel.";"Overrated!";"John";" old run hotel star hotel staff great suite room size fine definitely luxury hotel overrate";"text268";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"9306";"126 N Ocean Blvd";"Delray Beach";"US";"Berkshire By The Sea A Vri Resort";"FL";2016-04-18;"We vacation for a month every year at Berkshire by the Sea and never tire of this wonderful resort. The beach is a short stroll across the street. Shops and restaurants of Atlantic Avenue are all within walking distance. The resort has lush landscaping around two pools, a hot tub, and tennis court and the units are nicely decorated in... More";"Great location across from the beach.";"Debbie L";" vacation month every year berkshire sea never tire wonderful resort beach short stroll across street shop restaurant atlantic avenue within walk distance resort lush landscape around two pool hot tub tennis court unit nicely decorate much great location across beach";"text277";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"9982";"Calle Miami 5";"Abbeville";"US";"Hotel Roc Lago Rojo";"SC";2014-01-09;"could do with a facelift, modernised.otherwise good";"good hotel and value for money";"rob";" can facelift modernise otherwise good good hotel value money";"text291";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"10163";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-07-01;"Just stayed for a date night. Right at the end of the Freemont Street Experience. Hotel is in ok shape for its age, but they charge you 10 to park even if you are a guest. Most other hotels in the area will validate/comp parking for hotel guest.";"Its ok";"Michael";" just stay date night right end freemont street experience hotel okay shape age charge park even guest much hotel area validate comp park hotel guest okay";"text301";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"10192";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-07-08;"Came to Vegas for my daughter's wedding. Hadn't been here for 20yrs. The hotel staff was very courteous and helpful. The room was clean and spacious. The only thing was my mattress was lumpy on one side. But I would definitely stay here again.";"great";"A Traveler";" come vega daughters wed yrs hotel staff courteous helpful room clean spacious thing mattress lumpy one side definitely stay great";"text304";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"10372";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-09-12;"I loved my stay with my Boyfriend we had a blAst thanx for the great memory";"Amazing";"A Traveler";" love stay boyfriend blast thanx great memory amaze";"text315";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"11321";"Predio Paraiso Escondido S/n";"Virginia Beach";"US";"Pueblo Bonito Sunset Beach Resort & Spa - All Inclusive";"VA";2016-08-09;"Beautiful views. Limited resturant choices. Room service is slow.";"Nice place but not good enough";"F";" beautiful view limit resturant choice room service slow nice place good enough";"text349";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"11543";"3917 Ridgemont Dr";"Abilene";"US";"Hampton Inn Abilene";"TX";2015-11-02;"The staff where friendly and professional. The cleaning staff accidentally left used towels in the bathroom. I truly believe ti was not done on purpose. The breakfast was average and did not take into consideration that everyone does not eat red meat mixed in their eggs. The meat was quite rubbery. However, the breakfast staff was very pleasant and kept... More";"Business Trip";"Monica C";" staff friendly professional clean staff accidentally leave use towel bathroom truly believe ti purpose breakfast average take consideration everyone eat red meat mix egg meat quite rubbery however breakfast staff pleasant keep much business trip";"text359";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"11600";"3917 Ridgemont Dr";"Abilene";"US";"Hampton Inn Abilene";"TX";2016-08-09;"It was a great place to stay!! Nice people clean rooms and very comfortable!";"Abilene Hampton Inn";"A Traveler";" great place stay nice people clean room comfortable abilene hampton inn";"text361";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"11804";"135 Route 28";"West Yarmouth";"US";"Tidewater Inn";"Yarmouth";2016-07-17;"Stay was fine and was upgraded which you would think was a nice touch but then CHARGED (without my knowledge) for the upgrade!!! Watch your credit card if you stay here....";"weekend";"Aaron";" stay fine upgrade think nice touch charge without knowledge upgrade watch credit card stay weekend";"text373";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"11972";"Via Pirandello 81";"Medina";"US";"Villa Carlotta";"WA";2013-11-07;"Our experience at villa carolotta went beyond our expectations. From the moment we arrived the staff was super friendly. Upon our arrival in the morning they immediately took us to the terrace for a magnificent buffet breakfast. We felt that there 5 star service made us feel at home. They made us fresh cannoli from their kitchen. We look forward to coming back to visit. Grazie Mille";"Central location and breathtaking views";"Tom and Liliana";" experience villa carolotta go beyond expectation moment arrive staff super friendly upon arrival morning immediately take us terrace magnificent buffet breakfast feel star service make us feel home make us fresh cannoli kitchen look forward come back visit grazie mille central location breathtaking view";"text386";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"12615";"653 Clark Rd";"Rockford";"US";"Extended Stay America - Rockford - I-90";"IL";2016-07-01;"It was extremely nice for the rate! Very clean and comfortable. I would recommend this hotel to anyone!";"It was extremely nice for the rate! I would recomm";"Doris";" extremely nice rate clean comfortable recommend hotel anyone extremely nice rate recomm";"text397";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"12867";"1071 E El Camino Real";"Sunnyvale";"US";"Cherry Orchard Inn";"CA";2016-09-03;"Room was great bathroom wasn't so clean plus need add more bottles of water at least enough to make a cup of coffee which u have nice selections";"Nice clean comfy bed";"A Traveler";" room great bathroom clean plus need add much bottle water less enough make cup coffee u nice selection nice clean comfy bed";"text407";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
"12993";"101 Lakeway Dr";"Austin";"US";"Lakeway Resort & Spa";"Lakeway";2016-08-16;"The pools were absolutely amazing and the views were fantastic!!";"One of the best Lake resort so I've been to!";"A Traveler";" pool absolutely amaze view fantastic one good lake resort ";"text414";3;0;"positive";0,149853783039855;0;"positive";"same";0,149853783039855;"5"
